age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a square with diagonal 10 cm,50 cm²,"['Area = (diagonal²)/2', 'Area = (10²)/2 = 100/2 = 50', 'Final answer: 50 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the radius of a circle with area 314 cm² (π = 3.14),10 cm,"['Area A = πr²', '314 = 3.14 × r² → r² = 314/3.14 = 100', 'r = √100 = 10', 'Final answer: 10 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of angle: 60°,Acute angle,"['An acute angle is less than 90°', '60° < 90° → acute', 'Final answer: Acute angle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of an equilateral triangle with side 12 cm,36 cm,"['Perimeter = 3 × side', 'Perimeter = 3 × 12 = 36', 'Final answer: 36 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,"Find the area of a triangle with base 10 cm, height 8 cm",40 cm²,"['Area = 1/2 × base × height', 'Area = 1/2 × 10 × 8 = 40', 'Final answer: 40 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with opposite sides equal and angles not 90°,Parallelogram,"['Opposite sides equal, angles not 90° → parallelogram', 'Final answer: Parallelogram']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with angles 100°, 40°, 40°",Obtuse isosceles triangle,"['One angle > 90° → obtuse', 'Two angles equal (40° each) → isosceles', 'Final answer: Obtuse isosceles triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the sum of interior angles of a heptagon,900°,"['Sum = (n-2)×180°, n=7', 'Sum = (7-2)×180 = 5×180 = 900°', 'Final answer: 900°']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an equilateral triangle with side 10 cm,43.3 cm²,"['Area formula: (√3 / 4) × side²', 'Area = (√3 / 4) × 10² ≈ 43.3', 'Final answer: 43.3 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of angle: 30°,Acute angle,"['Acute angle < 90°', '30° < 90° → acute', 'Final answer: Acute angle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a square with side 15 cm,60 cm,"['Perimeter = 4 × side', 'Perimeter = 4 × 15 = 60', 'Final answer: 60 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a circle with radius 14 cm (π = 22/7),616 cm²,"['Area = πr² = 22/7 × 14 × 14 = 616', 'Final answer: 616 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a rectangle with length 12 cm and width 5 cm,60 cm²,"['Area = length × width', 'Area = 12 × 5 = 60', 'Final answer: 60 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,"Find the area of a trapezium with parallel sides 12 cm, 8 cm and height 5 cm",50 cm²,"['Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (12+8) × 5 = 50', 'Final answer: 50 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with angles 50°, 60°, 70°",Scalene triangle,"['All angles are different → scalene', 'Final answer: Scalene triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the sum of interior angles of a nonagon,1260°,"['Sum = (n-2)×180°, n=9', 'Sum = (9-2)×180 = 7×180 = 1260°', 'Final answer: 1260°']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an isosceles triangle with base 8 cm and equal sides 5 cm,12 cm²,"['Height h = √(5² - (8/2)²) = √(25 - 16) = 3', 'Area = 1/2 × base × height = 1/2 × 8 × 3 = 12', 'Final answer: 12 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with opposite sides equal and angles 90°,Rectangle,"['Opposite sides equal and all angles 90° → rectangle', 'Final answer: Rectangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rhombus with side 7 cm,28 cm,"['Perimeter = 4 × side', 'Perimeter = 4 × 7 = 28', 'Final answer: 28 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a rectangle with length 14 cm and width 9 cm,126 cm²,"['Area = length × width = 14 × 9 = 126', 'Final answer: 126 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the radius of a circle with circumference 62.8 cm (π = 3.14),10 cm,"['Circumference = 2πr → 62.8 = 2 × 3.14 × r', 'r = 62.8 / 6.28 = 10 cm', 'Final answer: 10 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with no sides equal and no right angles,Scalene quadrilateral,"['No sides equal, no angles 90° → scalene quadrilateral', 'Final answer: Scalene quadrilateral']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the sum of interior angles of a dodecagon,1800°,"['Sum = (n-2)×180°, n=12', 'Sum = (12-2)×180 = 10×180 = 1800°', 'Final answer: 1800°']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a circle with diameter 14 cm (π = 3.14),153.86 cm²,"['Radius r = diameter / 2 = 14 / 2 = 7 cm', 'Area = πr² = 3.14 × 7 × 7 ≈ 153.86', 'Final answer: 153.86 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with one pair of parallel sides,Trapezium,"['Quadrilateral with one pair of parallel sides is trapezium', 'Final answer: Trapezium']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a parallelogram with base 15 cm and height 10 cm,150 cm²,"['Area = base × height = 15 × 10 = 150', 'Final answer: 150 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a rectangle with length 18 cm and width 7 cm,126 cm²,"['Area = length × width = 18 × 7 = 126', 'Final answer: 126 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an isosceles triangle with base 10 cm and equal sides 8 cm,30 cm²,"['Height h = √(8² - (10/2)²) = √(64-25)=√39≈6.24', 'Area = 1/2 × base × height ≈ 1/2 × 10 × 6.24 = 31.2', 'Final answer: ≈31.2 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with all sides equal and angles not 90°,Rhombus,"['All sides equal, angles not 90° → rhombus', 'Final answer: Rhombus']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the sum of exterior angles of a pentagon,360°,"['Sum of exterior angles of any polygon = 360°', 'Final answer: 360°']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the radius of a circle with area 50.24 cm² (π = 3.14),4 cm,"['Area = πr² → 50.24 = 3.14 × r²', 'r² = 50.24 / 3.14 ≈ 16 → r = 4 cm', 'Final answer: 4 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a parallelogram with sides 10 cm and 7 cm,34 cm,"['Perimeter = 2 × (sum of adjacent sides) = 2 × (10+7) = 34', 'Final answer: 34 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,"Find the area of a trapezium with parallel sides 14 cm, 10 cm and height 6 cm",72 cm²,"['Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (14+10) × 6 = 72', 'Final answer: 72 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the sum of interior angles of a decagon,1440°,"['Sum = (n-2)×180°, n=10', 'Sum = (10-2)×180 = 8×180 = 1440°', 'Final answer: 1440°']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a circle with radius 9 cm (π = 3.14),254.34 cm²,"['Area = πr² = 3.14 × 9 × 9 ≈ 254.34', 'Final answer: 254.34 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rectangle with length 20 cm and width 8 cm,56 cm,"['Perimeter = 2 × (length + width) = 2 × (20 + 8) = 56', 'Final answer: 56 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,"Find the area of a trapezium with parallel sides 15 cm, 9 cm and height 7 cm",84 cm²,"['Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (15+9) × 7 = 84', 'Final answer: 84 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with no sides equal and no parallel sides,Irregular quadrilateral,"['No sides equal, no parallel sides → irregular quadrilateral', 'Final answer: Irregular quadrilateral']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of an equilateral triangle with side 11 cm,33 cm,"['Perimeter = 3 × side = 3 × 11 = 33', 'Final answer: 33 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an isosceles triangle with base 12 cm and equal sides 10 cm,48 cm²,"['Height h = √(10² - (12/2)²) = √(100-36)=√64=8', 'Area = 1/2 × base × height = 1/2 × 12 × 8 = 48', 'Final answer: 48 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with angles 70°, 70°, 40°",Isosceles triangle,"['Two angles equal → isosceles', 'Final answer: Isosceles triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the sum of exterior angles of a hexagon,360°,"['Sum of exterior angles of any polygon = 360°', 'Final answer: 360°']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a parallelogram with sides 12 cm and 9 cm,42 cm,"['Perimeter = 2 × (sum of adjacent sides) = 2 × (12+9) = 42', 'Final answer: 42 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with sides 7 cm, 8 cm, 9 cm",Scalene triangle,"['All sides are different → scalene triangle', 'Final answer: Scalene triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a circle with diameter 20 cm (π = 3.14),314 cm²,"['Radius r = diameter / 2 = 20 / 2 = 10 cm', 'Area = πr² = 3.14 × 10 × 10 = 314', 'Final answer: 314 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a rectangle with length 25 cm and width 10 cm,250 cm²,"['Area = length × width = 25 × 10 = 250', 'Final answer: 250 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with angles 110°, 35°, 35°",Obtuse isosceles triangle,"['One angle > 90° → obtuse', 'Two angles equal → isosceles', 'Final answer: Obtuse isosceles triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rhombus with side 9 cm,36 cm,"['Perimeter = 4 × side = 4 × 9 = 36', 'Final answer: 36 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an equilateral triangle with side 14 cm,84.87 cm²,"['Area = (√3 / 4) × side² = (√3 / 4) × 14² ≈ 84.87', 'Final answer: 84.87 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with all sides equal and all angles 90°,Square,"['All sides equal and all angles 90° → square', 'Final answer: Square']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a parallelogram with base 14 cm and height 6 cm,84 cm²,"['Area = base × height = 14 × 6 = 84', 'Final answer: 84 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an isosceles triangle with base 16 cm and equal sides 10 cm,72 cm²,"['Height h = √(10² - (16/2)²) = √(100-64) = √36 = 6', 'Area = 1/2 × base × height = 1/2 × 16 × 6 = 48', 'Final answer: 48 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of angle: 150°,Obtuse angle,"['Angle between 90° and 180° → obtuse', 'Final answer: Obtuse angle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rectangle with length 18 cm and width 12 cm,60 cm,"['Perimeter = 2 × (length + width) = 2 × (18+12) = 60', 'Final answer: 60 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a circle with radius 12 cm (π = 3.14),452.16 cm²,"['Area = πr² = 3.14 × 12 × 12 ≈ 452.16', 'Final answer: 452.16 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with sides 8 cm, 15 cm, 17 cm",Right-angled scalene triangle,"['Check Pythagoras: 8² + 15² = 17² → 64+225=289', 'All sides different → scalene', 'Final answer: Right-angled scalene triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the sum of interior angles of a 15-sided polygon,2340°,"['Sum = (n-2)×180°, n=15', 'Sum = (15-2)×180 = 13×180 = 2340°', 'Final answer: 2340°']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a circle with circumference 62.8 cm (π = 3.14),314 cm²,"['Circumference = 2πr → 62.8 = 2 × 3.14 × r', 'r = 62.8 / 6.28 = 10 cm', 'Area = πr² = 3.14 × 10 × 10 = 314', 'Final answer: 314 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with one pair of parallel sides and no right angles,Trapezium,"['One pair of parallel sides → trapezium', 'Angles not 90° → no rectangle', 'Final answer: Trapezium']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of an equilateral triangle with side 15 cm,45 cm,"['Perimeter = 3 × side = 3 × 15 = 45', 'Final answer: 45 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an isosceles triangle with base 18 cm and equal sides 10 cm,96 cm²,"['Height h = √(10² - (18/2)²) = √(100-81) = √19 ≈ 4.36', 'Area = 1/2 × base × height ≈ 1/2 × 18 × 4.36 ≈ 39.24', 'Final answer: ≈39.24 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with sides 5 cm, 12 cm, 13 cm",Right-angled scalene triangle,"['Check Pythagoras: 5² + 12² = 13² → 25+144=169', 'All sides different → scalene', 'Final answer: Right-angled scalene triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a square with side 13 cm,52 cm,"['Perimeter = 4 × side = 4 × 13 = 52', 'Final answer: 52 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an equilateral triangle with side 18 cm,140.3 cm²,"['Area = (√3 / 4) × side² = (√3 / 4) × 18² ≈ 140.3', 'Final answer: 140.3 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a parallelogram with base 20 cm and height 9 cm,180 cm²,"['Area = base × height = 20 × 9 = 180', 'Final answer: 180 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,"Find the area of a trapezium with parallel sides 20 cm, 14 cm and height 8 cm",136 cm²,"['Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (20+14) × 8 = 136', 'Final answer: 136 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rhombus with side 15 cm,60 cm,"['Perimeter = 4 × side = 4 × 15 = 60', 'Final answer: 60 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an isosceles triangle with base 20 cm and equal sides 13 cm,126 cm²,"['Height h = √(13² - (20/2)²) = √(169-100) = √69 ≈ 8.31', 'Area = 1/2 × base × height ≈ 1/2 × 20 × 8.31 ≈ 83.1', 'Final answer: ≈83.1 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rectangle with length 22 cm and width 14 cm,72 cm,"['Perimeter = 2 × (length + width) = 2 × (22+14) = 72', 'Final answer: 72 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with sides 6 cm, 6 cm, 9 cm",Isosceles triangle,"['Two sides equal → isosceles', 'Final answer: Isosceles triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with all sides equal and one right angle,Square,"['All sides equal and one right angle → all angles 90° → square', 'Final answer: Square']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rhombus with side 18 cm,72 cm,"['Perimeter = 4 × side = 4 × 18 = 72', 'Final answer: 72 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,"Find the area of a trapezium with parallel sides 16 cm, 10 cm and height 7 cm",91 cm²,"['Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (16+10) × 7 = 91', 'Final answer: 91 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a square with side 15 cm,225 cm²,"['Area = side² = 15² = 225', 'Final answer: 225 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an equilateral triangle with side 20 cm,173.2 cm²,"['Area = (√3 / 4) × side² = (√3 / 4) × 20² ≈ 173.2', 'Final answer: 173.2 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with two pairs of equal opposite sides and all angles 90°,Rectangle,"['Opposite sides equal and all angles 90° → rectangle', 'Final answer: Rectangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of an equilateral triangle with side 22 cm,66 cm,"['Perimeter = 3 × side = 3 × 22 = 66', 'Final answer: 66 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an isosceles triangle with base 24 cm and equal sides 13 cm,120 cm²,"['Height h = √(13² - (24/2)²) = √(169-144) = √25 = 5', 'Area = 1/2 × base × height = 1/2 × 24 × 5 = 60', 'Final answer: 60 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rectangle with length 24 cm and width 16 cm,80 cm,"['Perimeter = 2 × (length + width) = 2 × (24+16) = 80', 'Final answer: 80 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a circle with radius 15 cm (π = 3.14),706.5 cm²,"['Area = πr² = 3.14 × 15 × 15 ≈ 706.5', 'Final answer: 706.5 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a square with side 18 cm,324 cm²,"['Area = side² = 18² = 324', 'Final answer: 324 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with angles 120°, 30°, 30°",Obtuse isosceles triangle,"['One angle > 90° → obtuse', 'Two equal angles → isosceles', 'Final answer: Obtuse isosceles triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the sum of interior angles of a 12-sided polygon,1800°,"['Sum = (n-2)×180°, n=12', 'Sum = (12-2)×180 = 10×180 = 1800°', 'Final answer: 1800°']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the radius of a circle with circumference 31.4 cm (π = 3.14),5 cm,"['Circumference = 2πr → 31.4 = 2 × 3.14 × r', 'r = 31.4 / 6.28 = 5 cm', 'Final answer: 5 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with opposite sides equal and all angles 90°,Rectangle,"['Opposite sides equal and all angles 90° → rectangle', 'Final answer: Rectangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rhombus with side 20 cm,80 cm,"['Perimeter = 4 × side = 4 × 20 = 80', 'Final answer: 80 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,"Find the area of a trapezium with parallel sides 18 cm, 12 cm and height 9 cm",135 cm²,"['Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (18+12) × 9 = 135', 'Final answer: 135 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with angles 70°, 50°, 60°",Scalene triangle,"['All angles different → scalene triangle', 'Final answer: Scalene triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a square with side 20 cm,400 cm²,"['Area = side² = 20² = 400', 'Final answer: 400 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an equilateral triangle with side 24 cm,249.96 cm²,"['Area = (√3 / 4) × side² = (√3 / 4) × 24² ≈ 249.96', 'Final answer: 249.96 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with two pairs of parallel sides but angles not 90°,Parallelogram,"['Two pairs of parallel sides and angles not 90° → parallelogram', 'Final answer: Parallelogram']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of an equilateral triangle with side 28 cm,84 cm,"['Perimeter = 3 × side = 3 × 28 = 84', 'Final answer: 84 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an isosceles triangle with base 30 cm and equal sides 17 cm,204 cm²,"['Height h = √(17² - (30/2)²) = √(289-225) = √64 = 8', 'Area = 1/2 × base × height = 1/2 × 30 × 8 = 120', 'Final answer: 120 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rectangle with length 30 cm and width 20 cm,100 cm,"['Perimeter = 2 × (length + width) = 2 × (30+20) = 100', 'Final answer: 100 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a circle with radius 18 cm (π = 3.14),1017.36 cm²,"['Area = πr² = 3.14 × 18 × 18 ≈ 1017.36', 'Final answer: 1017.36 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with angles 90°, 60°, 30°",Right-angled scalene triangle,"['One angle 90° → right-angled', 'All angles different → scalene', 'Final answer: Right-angled scalene triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a square with side 25 cm,625 cm²,"['Area = side² = 25² = 625', 'Final answer: 625 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with sides 8 cm, 8 cm, 8 cm",Equilateral triangle,"['All sides equal → equilateral', 'Final answer: Equilateral triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the sum of interior angles of a 20-sided polygon,3240°,"['Sum = (n-2)×180°, n=20', 'Sum = (20-2)×180 = 18×180 = 3240°', 'Final answer: 3240°']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the radius of a circle with area 78.5 cm² (π = 3.14),5 cm,"['Area = πr² → 78.5 = 3.14 × r²', 'r² = 78.5 / 3.14 ≈ 25 → r = 5 cm', 'Final answer: 5 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a parallelogram with sides 18 cm and 12 cm,60 cm,"['Perimeter = 2 × (length + width) = 2 × (18+12) = 60', 'Final answer: 60 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,"Find the area of a trapezium with parallel sides 25 cm, 15 cm and height 10 cm",200 cm²,"['Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (25+15) × 10 = 200', 'Final answer: 200 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with angles 85°, 55°, 40°",Scalene triangle,"['All angles different → scalene triangle', 'Final answer: Scalene triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a square with side 30 cm,900 cm²,"['Area = side² = 30² = 900', 'Final answer: 900 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an equilateral triangle with side 30 cm,389.71 cm²,"['Area = (√3 / 4) × side² = (√3 / 4) × 30² ≈ 389.71', 'Final answer: 389.71 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with only one pair of parallel sides,Trapezium,"['One pair of parallel sides → trapezium', 'Final answer: Trapezium']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of an equilateral triangle with side 32 cm,96 cm,"['Perimeter = 3 × side = 3 × 32 = 96', 'Final answer: 96 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an isosceles triangle with base 28 cm and equal sides 15 cm,210 cm²,"['Height h = √(15² - (28/2)²) = √(225-196) = √29 ≈ 5.39', 'Area = 1/2 × base × height = 1/2 × 28 × 5.39 ≈ 75.46', 'Final answer: ≈75.46 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rectangle with length 35 cm and width 25 cm,120 cm,"['Perimeter = 2 × (length + width) = 2 × (35+25) = 120', 'Final answer: 120 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a circle with radius 20 cm (π = 3.14),1256 cm²,"['Area = πr² = 3.14 × 20 × 20 = 1256', 'Final answer: 1256 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a square with side 35 cm,1225 cm²,"['Area = side² = 35² = 1225', 'Final answer: 1225 cm²']"
